agent_id,time,user_id,round,ExpectedQvalue
0,35.5,1,1,71.538462
0,36.0,1,1,67.846154
0,36.5,1,1,108.230769
0,37.0,1,1,102.076923
0,37.5,1,1,86.807692
0,38.0,1,1,89.076923
0,38.5,1,1,92.692308
0,39.0,1,1,101.807692
0,39.5,1,1,114.038462
0,40.0,1,1,92.307692
0,40.5,1,1,76.692308
0,41.0,1,1,69.269231
0,41.5,1,1,39.5
0,42.0,1,1,60.192308
0,42.5,1,1,52.423077
0,43.0,1,1,50.769231
0,43.5,1,1,76.961538
0,44.0,1,1,74.5
0,44.5,1,1,71.076923
0,45.0,1,1,91.615385
0,45.5,1,1,70.115385
0,46.0,1,1,84.884615
0,46.5,1,1,70.461538
0,47.0,1,1,64.923077
0,47.5,1,1,87.307692
0,48.0,1,1,64.0
0,48.5,1,1,92.0
0,49.0,1,1,101.653846
0,49.5,1,1,71.692308
0,50.0,1,1,83.653846
0,50.5,1,1,99.884615
0,51.0,1,1,89.0
0,51.5,1,1,74.538462
0,52.0,1,1,75.115385
0,52.5,1,1,61.615385
0,53.0,1,1,90.730769
0,53.5,1,1,62.692308
0,54.0,1,1,64.653846
0,54.5,1,1,101.846154
0,55.0,1,1,88.5
0,55.5,1,1,73.923077
0,56.0,1,1,68.076923
0,56.5,1,1,64.346154
0,57.0,1,1,44.615385
0,57.5,1,1,89.269231
0,58.0,1,1,81.653846
0,58.5,1,1,106.461538
0,59.0,1,1,46.115385
0,59.5,1,1,63.576923
0,60.0,1,1,82.846154
0,60.5,1,1,75.269231
0,61.0,1,1,102.615385
0,61.5,1,1,111.615385
0,62.0,1,1,88.692308
0,62.5,1,1,89.653846
0,63.0,1,1,73.538462
0,63.5,1,1,80.230769
0,64.0,1,1,103.730769
0,64.5,1,1,91.461538
0,65.0,1,1,77.538462
0,65.5,1,1,83.807692
0,66.0,1,1,100.846154
0,66.5,1,1,64.115385
0,67.0,1,1,68.846154
0,67.5,1,1,95.115385
0,68.0,1,1,115.269231
0,68.5,1,1,77.807692
0,69.0,1,1,58.846154
0,69.5,1,1,112.230769
0,70.0,1,1,84.461538
0,70.5,1,1,95.769231
0,71.0,1,1,78.076923
0,71.5,1,1,108.038462
0,72.0,1,1,105.769231
0,72.5,1,1,80.192308
0,73.0,1,1,61.769231
0,73.5,1,1,83.384615
0,74.0,1,1,54.0
0,74.5,1,1,75.192308
0,75.0,1,1,82.0
0,75.5,1,1,68.576923
0,76.0,1,1,31.576923
0,76.5,1,1,41.5
0,77.0,1,1,98.115385
0,77.5,1,1,77.038462
0,78.0,1,1,39.384615
0,78.5,1,1,73.192308
0,79.0,1,1,73.230769
0,79.5,1,1,133.0
0,80.0,1,1,88.0
0,80.5,1,1,73.0
0,81.0,1,1,62.884615
0,81.5,1,1,97.269231
0,82.0,1,1,69.307692
0,82.5,1,1,112.961538
0,83.0,1,1,108.961538
0,83.5,1,1,70.769231
0,84.0,1,1,167.653846
0,84.5,1,1,50.153846
0,85.0,1,1,78.0
0,85.5,1,1,62.384615
0,86.0,1,1,73.769231
0,86.5,1,1,79.346154
0,87.0,1,1,53.5
0,87.5,1,1,82.230769
0,88.0,1,1,48.653846
0,88.5,1,1,39.730769
0,89.0,1,1,76.461538
0,89.5,1,1,69.807692
0,90.0,1,1,92.076923
0,90.5,1,1,82.884615
0,91.0,1,1,61.307692
0,91.5,1,1,76.269231
0,92.0,1,1,81.115385
0,92.5,1,1,69.346154
0,93.0,1,1,76.653846
0,93.5,1,1,94.5
0,94.0,1,1,56.115385
0,94.5,1,1,34.192308
0,95.0,1,1,98.115385
0,95.5,1,1,105.461538
0,96.0,1,1,96.038462
0,96.5,1,1,107.5
0,97.0,1,1,100.692308
0,97.5,1,1,64.269231
0,98.0,1,1,65.461538
0,98.5,1,1,75.576923
0,99.0,1,1,100.538462
0,99.5,1,1,75.115385
0,100.0,1,1,111.230769
0,0.5,2,1,77.346154
0,1.0,2,1,40.076923
0,1.5,2,1,70.961538
0,2.0,2,1,34.423077
0,2.5,2,1,80.192308
0,3.0,2,1,130.384615
0,3.5,2,1,75.307692
0,4.0,2,1,94.461538
0,4.5,2,1,69.307692
0,5.0,2,1,58.807692
0,5.5,2,1,121.730769
0,6.0,2,1,78.384615
0,6.5,2,1,29.0
0,7.0,2,1,51.153846
0,7.5,2,1,61.961538
0,8.0,2,1,48.269231
0,8.5,2,1,70.038462
0,9.0,2,1,101.346154
0,9.5,2,1,14.730769
0,10.0,2,1,110.038462
0,10.5,2,1,107.653846
0,11.0,2,1,57.115385
0,11.5,2,1,48.807692
0,12.0,2,1,39.076923
0,12.5,2,1,33.576923
0,13.0,2,1,24.461538
0,13.5,2,1,82.807692
0,14.0,2,1,27.230769
0,14.5,2,1,71.076923
0,15.0,2,1,50.5
0,15.5,2,1,47.307692
0,16.0,2,1,69.769231
0,16.5,2,1,74.192308
0,17.0,2,1,28.730769
0,17.5,2,1,103.423077
0,18.0,2,1,80.461538
0,18.5,2,1,82.461538
0,19.0,2,1,62.538462
0,19.5,2,1,75.615385
0,20.0,2,1,56.0
0,20.5,2,1,114.923077
0,21.0,2,1,102.769231
0,21.5,2,1,57.923077
0,22.0,2,1,43.807692
0,22.5,2,1,125.884615
0,23.0,2,1,19.769231
0,23.5,2,1,60.076923
0,24.0,2,1,66.384615
0,24.5,2,1,45.076923
0,25.0,2,1,71.576923
0,25.5,2,1,64.576923
0,26.0,2,1,69.807692
0,26.5,2,1,94.730769
0,27.0,2,1,49.346154
0,27.5,2,1,33.653846
0,28.0,2,1,55.0
0,28.5,2,1,76.653846
0,29.0,2,1,84.961538
0,29.5,2,1,79.961538
0,30.0,2,1,98.5
0,30.5,2,1,90.807692
0,31.0,2,1,44.730769
0,31.5,2,1,100.615385
0,32.0,2,1,98.346154
0,32.5,2,1,38.692308
0,33.0,2,1,47.807692
0,33.5,2,1,63.423077
0,34.0,2,1,91.461538
0,34.5,2,1,41.384615
0,35.0,2,1,36.961538
0,35.5,2,1,60.153846
0,36.0,2,1,76.884615
0,36.5,2,1,111.230769
0,37.0,2,1,64.615385
0,37.5,2,1,71.076923
0,38.0,2,1,77.153846
0,38.5,2,1,121.807692
0,39.0,2,1,73.038462
0,39.5,2,1,70.923077
0,40.0,2,1,75.384615
0,40.5,2,1,90.576923
0,41.0,2,1,48.730769
0,41.5,2,1,99.884615
0,42.0,2,1,85.692308
0,42.5,2,1,111.153846
0,43.0,2,1,88.538462
0,43.5,2,1,58.461538
0,44.0,2,1,79.769231
0,44.5,2,1,74.461538
0,45.0,2,1,77.961538
0,45.5,2,1,84.346154
0,46.0,2,1,58.961538
0,46.5,2,1,96.884615
0,47.0,2,1,94.730769
0,47.5,2,1,81.192308
0,48.0,2,1,85.307692
0,48.5,2,1,77.846154
0,49.0,2,1,93.038462
0,49.5,2,1,64.538462
0,50.0,2,1,103.307692
0,50.5,2,1,69.5
0,51.0,2,1,73.5
0,51.5,2,1,108.576923
0,52.0,2,1,28.192308
0,52.5,2,1,111.192308
0,53.0,2,1,91.576923
0,53.5,2,1,110.423077
0,54.0,2,1,57.423077
0,54.5,2,1,64.076923
0,55.0,2,1,61.461538
0,55.5,2,1,90.038462
0,56.0,2,1,68.884615
0,56.5,2,1,85.653846
0,57.0,2,1,74.846154
0,57.5,2,1,72.538462
0,58.0,2,1,54.653846
0,58.5,2,1,94.461538
0,59.0,2,1,67.269231
0,59.5,2,1,74.384615
0,60.0,2,1,81.307692
0,60.5,2,1,99.576923
0,61.0,2,1,82.423077
0,61.5,2,1,70.730769
0,62.0,2,1,81.961538
0,62.5,2,1,71.923077
0,63.0,2,1,52.0
0,63.5,2,1,92.269231
0,64.0,2,1,82.615385
0,64.5,2,1,100.653846
0,65.0,2,1,65.115385
0,65.5,2,1,68.615385
0,66.0,2,1,68.846154
0,66.5,2,1,55.846154
0,67.0,2,1,120.384615
0,67.5,2,1,64.192308
0,68.0,2,1,80.923077
0,68.5,2,1,83.115385
0,69.0,2,1,70.269231
0,69.5,2,1,51.846154
0,70.0,2,1,94.153846
0,70.5,2,1,87.384615
0,71.0,2,1,87.538462
0,71.5,2,1,131.0
0,72.0,2,1,78.961538
0,72.5,2,1,79.076923
0,73.0,2,1,68.5
0,73.5,2,1,71.807692
0,74.0,2,1,57.538462
0,74.5,2,1,89.923077
0,75.0,2,1,61.730769
0,75.5,2,1,51.846154
0,76.0,2,1,80.538462
0,76.5,2,1,68.961538
0,77.0,2,1,96.307692
0,77.5,2,1,92.884615
0,78.0,2,1,67.884615
0,78.5,2,1,67.576923
0,79.0,2,1,110.653846
0,79.5,2,1,77.307692
0,80.0,2,1,105.769231
0,80.5,2,1,92.192308
0,81.0,2,1,63.384615
0,81.5,2,1,42.0
0,82.0,2,1,66.846154
0,82.5,2,1,91.269231
0,83.0,2,1,95.115385
0,83.5,2,1,111.615385
0,84.0,2,1,100.730769
0,84.5,2,1,111.846154
0,85.0,2,1,111.807692
0,85.5,2,1,60.115385
0,86.0,2,1,90.192308
0,86.5,2,1,86.807692
0,87.0,2,1,92.730769
0,87.5,2,1,97.807692
0,88.0,2,1,27.230769
0,88.5,2,1,54.730769
0,89.0,2,1,87.038462
0,89.5,2,1,87.730769
0,90.0,2,1,112.615385
0,90.5,2,1,94.0
0,91.0,2,1,83.884615
0,91.5,2,1,89.846154
0,92.0,2,1,111.538462
0,92.5,2,1,109.0
0,93.0,2,1,128.807692
0,93.5,2,1,98.538462
0,94.0,2,1,93.653846
0,94.5,2,1,102.576923
0,95.0,2,1,66.730769
0,95.5,2,1,102.346154
0,96.0,2,1,106.0
0,96.5,2,1,167.269231
0,97.0,2,1,68.115385
0,97.5,2,1,60.730769
0,98.0,2,1,97.923077
0,98.5,2,1,98.576923
0,99.0,2,1,112.423077
0,99.5,2,1,74.076923
0,100.0,2,1,67.884615
0,0.5,1,2,96.576923
0,1.0,1,2,23.730769
0,1.5,1,2,90.461538
0,2.0,1,2,74.384615
0,2.5,1,2,46.884615
0,3.0,1,2,104.346154
0,3.5,1,2,48.461538
0,4.0,1,2,42.423077
0,4.5,1,2,57.230769
0,5.0,1,2,59.269231
0,5.5,1,2,46.0
0,6.0,1,2,31.730769
0,6.5,1,2,76.576923
0,7.0,1,2,63.153846
0,7.5,1,2,58.230769
0,8.0,1,2,55.615385
0,8.5,1,2,20.038462
0,9.0,1,2,96.115385
0,9.5,1,2,84.461538
0,10.0,1,2,41.846154
0,10.5,1,2,5.615385
0,11.0,1,2,62.038462
0,11.5,1,2,83.076923
0,12.0,1,2,31.653846
0,12.5,1,2,37.961538
0,13.0,1,2,10.769231
0,13.5,1,2,81.769231
0,14.0,1,2,118.884615
0,14.5,1,2,95.653846
0,15.0,1,2,28.423077
0,15.5,1,2,47.307692
0,16.0,1,2,28.615385
0,16.5,1,2,48.461538
0,17.0,1,2,23.0
0,17.5,1,2,99.461538
0,18.0,1,2,54.5
0,18.5,1,2,137.576923
0,19.0,1,2,80.769231
0,19.5,1,2,81.653846
0,20.0,1,2,99.038462
0,20.5,1,2,51.153846
0,21.0,1,2,41.846154
0,21.5,1,2,41.192308
0,22.0,1,2,40.692308
0,22.5,1,2,52.230769
0,23.0,1,2,112.769231
0,23.5,1,2,39.730769
0,24.0,1,2,52.884615
0,24.5,1,2,104.923077
0,25.0,1,2,33.461538
0,25.5,1,2,126.192308
0,26.0,1,2,34.0
0,26.5,1,2,83.923077
0,27.0,1,2,43.692308
0,27.5,1,2,77.653846
0,28.0,1,2,42.769231
0,28.5,1,2,41.038462
0,29.0,1,2,45.730769
0,29.5,1,2,31.5
0,30.0,1,2,92.692308
0,30.5,1,2,91.923077
0,31.0,1,2,80.192308
0,31.5,1,2,105.076923
0,32.0,1,2,72.846154
0,32.5,1,2,98.461538
0,33.0,1,2,45.269231
0,33.5,1,2,47.538462
0,34.0,1,2,49.846154
0,34.5,1,2,19.576923
0,35.0,1,2,21.076923
0,35.5,1,2,108.230769
0,36.0,1,2,83.5
0,36.5,1,2,16.615385
0,37.0,1,2,113.961538
0,37.5,1,2,73.961538
0,38.0,1,2,85.5
0,38.5,1,2,52.346154
0,39.0,1,2,88.653846
0,39.5,1,2,22.923077
0,40.0,1,2,74.653846
0,40.5,1,2,59.230769
0,41.0,1,2,16.615385
0,41.5,1,2,78.038462
0,42.0,1,2,51.538462
0,42.5,1,2,71.038462
0,43.0,1,2,21.307692
0,43.5,1,2,31.384615
0,44.0,1,2,48.230769
0,44.5,1,2,64.115385
0,45.0,1,2,61.192308
0,45.5,1,2,36.230769
0,46.0,1,2,141.269231
0,46.5,1,2,80.884615
0,47.0,1,2,99.846154
0,47.5,1,2,71.153846
0,48.0,1,2,27.807692
0,48.5,1,2,92.192308
0,49.0,1,2,24.384615
0,49.5,1,2,68.615385
0,50.0,1,2,57.615385
0,50.5,1,2,73.461538
0,51.0,1,2,54.769231
0,51.5,1,2,48.423077
0,52.0,1,2,45.038462
0,52.5,1,2,52.384615
0,53.0,1,2,58.038462
0,53.5,1,2,58.230769
0,54.0,1,2,61.692308
0,54.5,1,2,74.076923
0,55.0,1,2,85.115385
0,55.5,1,2,27.230769
0,56.0,1,2,133.346154
0,56.5,1,2,119.769231
0,57.0,1,2,58.653846
0,57.5,1,2,71.923077
0,58.0,1,2,62.423077
0,58.5,1,2,17.807692
0,59.0,1,2,55.692308
0,59.5,1,2,74.884615
0,60.0,1,2,125.769231
0,60.5,1,2,50.576923
0,61.0,1,2,79.0
0,61.5,1,2,62.115385
0,62.0,1,2,137.384615
0,62.5,1,2,30.038462
0,63.0,1,2,68.692308
0,63.5,1,2,27.730769
0,64.0,1,2,98.115385
0,64.5,1,2,96.346154
0,65.0,1,2,63.423077
0,65.5,1,2,68.576923
0,66.0,1,2,45.5
0,66.5,1,2,88.076923
0,67.0,1,2,79.961538
0,67.5,1,2,89.0
0,68.0,1,2,58.076923
0,68.5,1,2,74.730769
0,69.0,1,2,60.730769
0,69.5,1,2,41.615385
0,70.0,1,2,81.192308
0,70.5,1,2,60.615385
0,71.0,1,2,13.769231
0,71.5,1,2,118.230769
0,72.0,1,2,100.115385
0,72.5,1,2,35.961538
0,73.0,1,2,70.461538
0,73.5,1,2,79.961538
0,74.0,1,2,44.769231
0,74.5,1,2,51.0
0,75.0,1,2,62.846154
0,75.5,1,2,97.884615
0,76.0,1,2,74.846154
0,76.5,1,2,24.846154
0,77.0,1,2,78.0
0,77.5,1,2,32.461538
0,78.0,1,2,10.115385
0,78.5,1,2,18.461538
0,79.0,1,2,34.615385
0,79.5,1,2,54.769231
0,80.0,1,2,72.230769
0,80.5,1,2,58.153846
0,81.0,1,2,91.730769
0,81.5,1,2,77.884615
0,82.0,1,2,126.5
0,82.5,1,2,69.038462
0,83.0,1,2,105.230769
0,83.5,1,2,63.923077
0,84.0,1,2,58.346154
0,84.5,1,2,77.307692
0,85.0,1,2,67.653846
0,85.5,1,2,25.038462
0,86.0,1,2,69.230769
0,86.5,1,2,93.038462
0,87.0,1,2,74.153846
0,87.5,1,2,55.846154
0,88.0,1,2,100.807692
0,88.5,1,2,58.961538
0,89.0,1,2,57.769231
0,89.5,1,2,98.5
0,90.0,1,2,30.807692
0,90.5,1,2,58.0
0,91.0,1,2,77.692308
0,91.5,1,2,17.5
0,92.0,1,2,39.923077
0,92.5,1,2,122.5
0,93.0,1,2,29.076923
0,93.5,1,2,91.653846
0,94.0,1,2,58.5
0,94.5,1,2,59.461538
0,95.0,1,2,112.038462
0,95.5,1,2,118.038462
0,96.0,1,2,51.5
0,96.5,1,2,51.115385
0,97.0,1,2,33.730769
0,97.5,1,2,56.5
0,98.0,1,2,126.192308
0,98.5,1,2,42.423077
0,99.0,1,2,41.461538
0,99.5,1,2,61.884615
0,100.0,1,2,81.884615
0,0.5,7,1,91.192308
0,1.0,7,1,71.230769
0,1.5,7,1,19.538462
0,2.0,7,1,53.384615
0,2.5,7,1,56.692308
0,3.0,7,1,33.461538
0,3.5,7,1,82.384615
0,4.0,7,1,46.653846
0,4.5,7,1,96.692308
0,5.0,7,1,32.730769
0,5.5,7,1,91.269231
0,6.0,7,1,25.0
0,6.5,7,1,41.538462
0,7.0,7,1,66.153846
0,7.5,7,1,52.153846
0,8.0,7,1,15.846154
0,8.5,7,1,81.846154
0,9.0,7,1,83.615385
0,9.5,7,1,60.230769
0,10.0,7,1,84.461538
0,10.5,7,1,77.461538
0,11.0,7,1,18.807692
0,11.5,7,1,64.038462
0,12.0,7,1,99.461538
0,12.5,7,1,41.961538
0,13.0,7,1,35.038462
0,13.5,7,1,77.307692
0,14.0,7,1,42.076923
0,14.5,7,1,72.576923
0,15.0,7,1,55.230769
0,15.5,7,1,92.807692
0,16.0,7,1,87.115385
0,16.5,7,1,8.346154
0,17.0,7,1,99.961538
0,17.5,7,1,76.461538
0,18.0,7,1,78.846154
0,18.5,7,1,76.961538
0,19.0,7,1,62.384615
0,19.5,7,1,96.384615
0,20.0,7,1,85.5
0,20.5,7,1,117.038462
0,21.0,7,1,111.307692
0,21.5,7,1,80.846154
0,22.0,7,1,30.846154
0,22.5,7,1,59.923077
0,23.0,7,1,57.5
0,23.5,7,1,50.346154
0,24.0,7,1,93.807692
0,24.5,7,1,105.692308
0,25.0,7,1,88.115385
0,25.5,7,1,93.269231
0,26.0,7,1,67.923077
0,26.5,7,1,84.153846
0,27.0,7,1,45.923077
0,27.5,7,1,54.076923
0,28.0,7,1,57.769231
0,28.5,7,1,68.461538
0,29.0,7,1,42.423077
0,29.5,7,1,45.076923
0,30.0,7,1,53.192308
0,30.5,7,1,27.384615
0,31.0,7,1,47.115385
0,31.5,7,1,21.384615
0,32.0,7,1,47.769231
0,32.5,7,1,69.923077
0,33.0,7,1,53.730769
0,33.5,7,1,47.423077
0,34.0,7,1,30.769231
0,34.5,7,1,37.038462
0,35.0,7,1,68.346154
0,35.5,7,1,66.884615
0,36.0,7,1,7.461538
0,36.5,7,1,28.038462
0,37.0,7,1,39.076923
0,37.5,7,1,22.961538
0,38.0,7,1,47.384615
0,38.5,7,1,17.423077
0,39.0,7,1,65.192308
0,39.5,7,1,35.653846
0,40.0,7,1,23.961538
0,40.5,7,1,58.846154
0,41.0,7,1,37.230769
0,41.5,7,1,21.692308
0,42.0,7,1,78.5
0,42.5,7,1,29.346154
0,43.0,7,1,55.384615
0,43.5,7,1,43.846154
0,44.0,7,1,17.038462
0,44.5,7,1,39.615385
0,45.0,7,1,78.269231
0,45.5,7,1,42.961538
0,46.0,7,1,53.884615
0,46.5,7,1,10.538462
0,47.0,7,1,41.192308
0,47.5,7,1,58.576923
0,48.0,7,1,59.5
0,48.5,7,1,37.423077
0,49.0,7,1,48.038462
0,49.5,7,1,32.230769
0,50.0,7,1,30.615385
0,50.5,7,1,80.269231
0,51.0,7,1,35.846154
0,51.5,7,1,53.230769
0,52.0,7,1,23.884615
0,52.5,7,1,43.346154
0,53.0,7,1,65.461538
0,53.5,7,1,19.230769
0,54.0,7,1,60.653846
0,54.5,7,1,82.538462
0,55.0,7,1,51.307692
0,55.5,7,1,29.0
0,56.0,7,1,48.115385
0,56.5,7,1,87.5
0,57.0,7,1,46.730769
0,57.5,7,1,41.461538
0,58.0,7,1,60.461538
0,58.5,7,1,14.384615
0,59.0,7,1,39.923077
0,59.5,7,1,65.807692
0,60.0,7,1,20.730769
0,60.5,7,1,34.230769
0,61.0,7,1,29.461538
0,61.5,7,1,35.461538
0,62.0,7,1,28.076923
0,62.5,7,1,65.230769
0,63.0,7,1,78.615385
0,63.5,7,1,44.307692
0,64.0,7,1,61.423077
0,64.5,7,1,25.0
0,65.0,7,1,70.461538
0,65.5,7,1,44.807692
0,66.0,7,1,53.0
0,66.5,7,1,65.692308
0,67.0,7,1,63.423077
0,67.5,7,1,47.846154
0,68.0,7,1,31.115385
0,68.5,7,1,85.923077
0,69.0,7,1,64.423077
0,69.5,7,1,36.307692
0,70.0,7,1,19.538462
0,70.5,7,1,43.961538
0,71.0,7,1,54.692308
0,71.5,7,1,37.115385
0,72.0,7,1,33.153846
0,72.5,7,1,50.230769
0,73.0,7,1,72.538462
0,73.5,7,1,37.0
0,74.0,7,1,39.769231
0,74.5,7,1,33.192308
0,75.0,7,1,21.0
0,75.5,7,1,34.384615
0,76.0,7,1,25.576923
0,76.5,7,1,87.0
0,77.0,7,1,23.153846
0,77.5,7,1,41.115385
0,78.0,7,1,26.153846
0,78.5,7,1,71.0
0,79.0,7,1,98.115385
0,79.5,7,1,51.038462
0,80.0,7,1,61.615385
0,80.5,7,1,25.923077
0,81.0,7,1,58.153846
0,81.5,7,1,36.884615
0,82.0,7,1,27.0
0,82.5,7,1,62.807692
0,83.0,7,1,22.384615
0,83.5,7,1,84.384615
0,84.0,7,1,47.230769
0,84.5,7,1,79.307692
0,85.0,7,1,90.5
0,85.5,7,1,60.769231
0,86.0,7,1,39.461538
0,86.5,7,1,83.346154
0,87.0,7,1,22.461538
0,87.5,7,1,95.269231
0,88.0,7,1,26.153846
0,88.5,7,1,35.846154
0,89.0,7,1,50.807692
0,89.5,7,1,42.230769
0,90.0,7,1,75.423077
0,90.5,7,1,44.384615
0,91.0,7,1,69.615385
0,91.5,7,1,59.346154
0,92.0,7,1,33.0
0,92.5,7,1,55.192308
0,93.0,7,1,41.884615
0,93.5,7,1,85.615385
0,94.0,7,1,23.692308
0,94.5,7,1,62.653846
0,95.0,7,1,68.692308
0,95.5,7,1,68.346154
0,96.0,7,1,81.615385
0,96.5,7,1,42.884615
0,97.0,7,1,25.038462
0,97.5,7,1,69.692308
0,98.0,7,1,32.615385
0,98.5,7,1,27.269231
0,99.0,7,1,55.730769
0,99.5,7,1,78.538462
0,100.0,7,1,28.076923
0,0.5,10,1,85.461538
0,1.0,10,1,56.038462
0,1.5,10,1,82.076923
0,2.0,10,1,39.961538
0,2.5,10,1,47.346154
0,3.0,10,1,99.5
0,3.5,10,1,85.346154
0,4.0,10,1,20.653846
0,4.5,10,1,24.538462
0,5.0,10,1,85.884615
0,5.5,10,1,75.0
0,6.0,10,1,62.192308
0,6.5,10,1,38.461538
0,7.0,10,1,39.807692
0,7.5,10,1,56.307692
0,8.0,10,1,77.576923
0,8.5,10,1,76.576923
0,9.0,10,1,59.884615
0,9.5,10,1,26.423077
0,10.0,10,1,25.346154
0,10.5,10,1,56.346154
0,11.0,10,1,56.076923
0,11.5,10,1,42.192308
0,12.0,10,1,39.5
0,12.5,10,1,68.5
0,13.0,10,1,78.961538
0,13.5,10,1,58.807692
0,14.0,10,1,53.846154
0,14.5,10,1,73.038462
0,15.0,10,1,69.5
0,15.5,10,1,35.346154
0,16.0,10,1,86.038462
0,16.5,10,1,13.307692
0,17.0,10,1,69.0
0,17.5,10,1,26.038462
0,18.0,10,1,14.961538
0,18.5,10,1,44.153846
0,19.0,10,1,35.923077
0,19.5,10,1,84.230769
0,20.0,10,1,83.846154
0,20.5,10,1,83.807692
0,21.0,10,1,29.192308
0,21.5,10,1,52.346154
0,22.0,10,1,60.115385
0,22.5,10,1,45.807692
0,23.0,10,1,12.230769
0,23.5,10,1,71.384615
0,24.0,10,1,18.076923
0,24.5,10,1,42.269231
0,25.0,10,1,66.192308
0,25.5,10,1,35.884615
0,26.0,10,1,44.884615
0,26.5,10,1,52.461538
0,27.0,10,1,27.192308
0,27.5,10,1,137.0
0,28.0,10,1,45.423077
0,28.5,10,1,11.769231
0,29.0,10,1,42.807692
0,29.5,10,1,42.5
0,30.0,10,1,74.0
0,30.5,10,1,41.076923
0,31.0,10,1,50.384615
0,31.5,10,1,18.846154
0,32.0,10,1,68.384615
0,32.5,10,1,26.0
0,33.0,10,1,39.538462
0,33.5,10,1,41.423077
0,34.0,10,1,46.269231
0,34.5,10,1,91.230769
0,35.0,10,1,126.423077
0,35.5,10,1,28.346154
0,36.0,10,1,11.153846
0,36.5,10,1,27.461538
0,37.0,10,1,25.384615
0,37.5,10,1,55.576923
0,38.0,10,1,23.615385
0,38.5,10,1,60.384615
0,39.0,10,1,65.730769
0,39.5,10,1,25.346154
0,40.0,10,1,11.307692
0,40.5,10,1,85.038462
0,41.0,10,1,25.0
0,41.5,10,1,51.115385
0,42.0,10,1,75.153846
0,42.5,10,1,55.115385
0,43.0,10,1,73.230769
0,43.5,10,1,61.307692
0,44.0,10,1,22.576923
0,44.5,10,1,36.692308
0,45.0,10,1,23.884615
0,45.5,10,1,53.730769
0,46.0,10,1,56.346154
0,46.5,10,1,48.538462
0,47.0,10,1,85.538462
0,47.5,10,1,89.730769
0,48.0,10,1,46.538462
0,48.5,10,1,12.423077
0,49.0,10,1,62.115385
0,49.5,10,1,28.230769
0,50.0,10,1,53.346154
0,50.5,10,1,67.846154
0,51.0,10,1,60.653846
0,51.5,10,1,92.461538
0,52.0,10,1,20.076923
0,52.5,10,1,64.538462
0,53.0,10,1,125.269231
0,53.5,10,1,12.192308
0,54.0,10,1,46.230769
0,54.5,10,1,70.115385
0,55.0,10,1,59.961538
0,55.5,10,1,121.038462
0,56.0,10,1,55.307692
0,56.5,10,1,113.769231
0,57.0,10,1,16.615385
0,57.5,10,1,82.653846
0,58.0,10,1,28.5
0,58.5,10,1,66.153846
0,59.0,10,1,30.538462
0,59.5,10,1,25.269231
0,60.0,10,1,40.269231
0,60.5,10,1,65.884615
0,61.0,10,1,75.961538
0,61.5,10,1,81.576923
0,62.0,10,1,39.0
0,62.5,10,1,11.192308
0,63.0,10,1,48.346154
0,63.5,10,1,43.038462
0,64.0,10,1,42.076923
0,64.5,10,1,106.076923
0,65.0,10,1,27.423077
0,65.5,10,1,38.923077
0,66.0,10,1,82.923077
0,66.5,10,1,60.961538
0,67.0,10,1,74.384615
0,67.5,10,1,54.884615
0,68.0,10,1,10.615385
